         7588802 function calls (7357347 primitive calls) in 5.749 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pytables.py:1837(set_metadata)
        1    0.000    0.000    0.000    0.000 pytables.py:2170(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2192(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2711(LegacyFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2720(LegacySeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3867(LegacyPanelTable)
        1    0.000    0.000    0.000    0.000 pytables.py:289(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:566(TermValue)
        1    0.000    0.000    0.000    0.000 json.py:94(SeriesWriter)
        1    0.000    0.000    0.000    0.000 json.py:103(FrameWriter)
        1    0.000    0.000    0.000    0.000 json.py:603(FrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:34(DatabaseError)
        1    0.000    0.000    0.000    0.000 stata.py:453(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:463(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:822(StataParser)
        1    0.000    0.000    0.000    0.000 packers.py:746(Iterator)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(BufferFull)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(UnpackValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(ExtraData)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(PackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(PackValueError)
        1    0.000    0.000    0.000    0.000 config.py:26(ConftestImportFailure)
        1    0.000    0.000    0.000    0.000 config.py:75(PrintHelp)
        1    0.000    0.000    0.000    0.000 config.py:805(DropShorterLongHelpFormatter)
        1    0.000    0.000    0.000    0.000 config.py:862(CmdOptions)
        1    0.000    0.000    0.000    0.000 code.py:777(ReprTracebackNative)
        1    0.000    0.000    0.000    0.000 code.py:832(ReprFileLocation)
        1    0.000    0.000    0.000    0.000 code.py:849(ReprLocals)
        1    0.000    0.000    0.000    0.000 code.py:858(ReprFuncArgs)
        1    0.000    0.000    0.000    0.000 pluggy.py:123(__init__)
        1    0.000    0.000    0.000    0.000 pluggy.py:217(_TagTracerSub)
        1    0.000    0.000    0.000    0.000 pluggy.py:682(__init__)
        1    0.000    0.000    0.000    0.000 pluggy.py:676(_HookRelay)
        1    0.000    0.000    0.000    0.000 pluggy.py:773(HookImpl)
        1    0.000    0.000    0.000    0.000 pluggy.py:787(HookCallError)
        1    0.000    0.000    0.000    0.000 imp.py:161(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 fixtures.py:587(ScopeMismatchError)
        1    0.000    0.000    0.000    0.000 fixtures.py:615(FixtureLookupError)
        1    0.000    0.000    0.000    0.000 fixtures.py:826(FixtureFunctionMarker)
        1    0.000    0.000    0.000    0.000 code.py:594(TerminalRepr)
        1    0.000    0.000    0.000    0.000 code.py:652(ReprTracebackNative)
        1    0.000    0.000    0.000    0.000 code.py:658(ReprEntryNative)
        1    0.000    0.000    0.000    0.000 code.py:719(ReprLocals)
        1    0.000    0.000    0.000    0.000 outcomes.py:10(OutcomeException)
        1    0.000    0.000    0.000    0.000 outcomes.py:32(Skipped)
        1    0.000    0.000    0.000    0.000 outcomes.py:42(Failed)
        1    0.000    0.000    0.000    0.000 outcomes.py:47(Exit)
        1    0.000    0.000    0.000    0.000 outcomes.py:91(XFailed)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 mark.py:75(MarkerError)
        1    0.000    0.000    0.000    0.000 mark.py:246(MarkGenerator)
        1    0.000    0.000    0.000    0.000 deprecated.py:11(RemovedInPytest4Warning)
        1    0.000    0.000    0.000    0.000 main.py:86(pytest_namespace)
        1    0.000    0.000    0.000    0.000 main.py:224(_CompatProperty)
        1    0.000    0.000    0.000    0.000 main.py:486(CollectError)
        1    0.000    0.000    0.000    0.000 main.py:481(Collector)
        1    0.000    0.000    0.000    0.000 main.py:530(File)
        1    0.000    0.000    0.000    0.000 main.py:584(NoMatch)
        1    0.000    0.000    0.000    0.000 runner.py:185(CallInfo)
        1    0.000    0.000    0.000    0.000 runner.py:418(CollectErrorRepr)
        1    0.000    0.000    0.000    0.000 python.py:480(Class)
        1    0.000    0.000    0.000    0.000 terminal.py:90(WarningReport)
        1    0.000    0.000    0.000    0.000 capture.py:330(NoCapture)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:92(Notset)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:39(Attr)
        1    0.000    0.000    0.000    0.000 _xmlgen.py:91(Style)
        1    0.000    0.000    0.000    0.000 doctest.py:168(DoctestTextfile)
        1    0.000    0.000    0.000    0.000 doctest.py:203(DoctestModule)
        1    0.000    0.000    0.000    0.000 testing.py:2120(TestSubDict)
        1    0.000    0.000    0.000    0.000 testing.py:2406(SimpleMock)
        1    0.000    0.000    0.000    0.000 testing.py:2796(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 collections.py:1060(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 _cm.py:1369(_deprecation_datad)
        1    0.000    0.000    0.000    0.000 mlab.py:2959(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:3005(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:3013(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:3018(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:3045(FormatDatetime)
        1    0.000    0.000    0.000    0.000 patches.py:2037(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2090(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2147(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2261(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2425(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2861(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2900(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2963(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3475(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3497(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3520(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3543(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3566(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3643(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3680(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3706(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3732(BarAB)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 mathtext.py:151(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:271(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:356(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:873(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:916(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:931(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1062(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1299(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1308(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1315(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1319(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1360(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1396(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1514(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1789(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1903(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1907(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1911(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1915(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1919(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1923(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1932(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1983(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2020(AutoWidthChar)
        1    0.000    0.000    0.004    0.004 mathtext.py:2763(<lambda>)
        1    0.000    0.000    0.000    0.000 dviread.py:790(PsfontsMap)
        1    0.000    0.000    0.000    0.000 core.py:175(update_user_library)
        1    0.000    0.000    0.000    0.000 backend_bases.py:241(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1416(IdleEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1424(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1442(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1463(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1683(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3349(StatusbarBase)
        1    0.000    0.000    0.000    0.000 widgets.py:139(Button)
        1    0.000    0.000    0.000    0.000 widgets.py:914(RadioButtons)
        1    0.000    0.000    0.000    0.000 widgets.py:1062(SubplotTool)
        1    0.000    0.000    0.000    0.000 widgets.py:1211(Cursor)
        1    0.000    0.000    0.000    0.000 backend_tools.py:308(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:489(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:549(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:711(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:732(ToolBack)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:36(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 Image.py:40(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 Image.py:2161(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 Image.py:2166(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 error.py:13(VerificationError)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model.py:171(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:185(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:232(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:254(PointerType)
        1    0.000    0.000    0.000    0.000 model.py:469(StructType)
        1    0.000    0.000    0.000    0.000 model.py:473(UnionType)
        1    0.000    0.000    0.000    0.000 _subplots.py:187(_PicklableSubplotClassConstructor)
        1    0.000    0.000    0.000    0.000 category.py:72(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:78(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1222(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1755(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 container.py:108(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:164(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:216(HandlerPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:502(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:566(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:629(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 streamplot.py:234(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:405(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:409(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1087(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1180(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 trirefine.py:14(TriRefiner)
        1    0.000    0.000    0.000    0.000 axis.py:623(Ticker)
        1    0.000    0.000    0.000    0.000 scale.py:106(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:116(Log10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:123(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:130(Log2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:151(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:158(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:167(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:275(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:308(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:31(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:106(get_projection_names)
        1    0.000    0.000    0.000    0.000 geo.py:27(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:251(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:375(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:564(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:506(LambertAxes)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:32(TimerMac)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:144(FigureManagerMac)
        1    0.000    0.000    0.000    0.000 backend_agg.py:599(_BackendAgg)
        1    0.000    0.000    0.000    0.000 model.py:9(Model)
        1    0.000    0.000    0.000    0.000 rcmod.py:442(_RCAesthetics)
        1    0.000    0.000    0.000    0.000 rcmod.py:465(_PlottingContext)
        2    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 basic.py:888(LstsqLapackError)
